0.0335988,0.0335988,0.0711499,0.0711499
0.0336024,0.0336024,0.0711537,0.0711537
0.0329685,0.0329685,0.0702306,0.0702306
0.030622,0.030622,0.0668121,0.0668121
0.0265333,0.0265333,0.0612129,0.0612129
0.0211906,0.0211906,0.0542094,0.0542094
0.0158201,0.0158201,0.0471399,0.0471399
0.00891499,0.00891499,0.0377988,0.0377988
0.00702161,0.00702161,0.0351473,0.0351473
0.00369135,0.00369135,0.0303843,0.0303843
0.000798894,0.000798894,0.0261579,0.0261579
-0.00176311,-0.00176311,0.0223441,0.0223441
-0.00408938,-0.00408938,0.0188309,0.0188309
-0.0062434,-0.0062434,0.0155433,0.0155433
-0.00923453,-0.00923453,0.010943,0.010943
-0.0101701,-0.0101701,0.00949536,0.00949536
-0.0119386,-0.0119386,0.00673843,0.00673843
-0.0135599,-0.0135599,0.00417813,0.00417813
-0.0150471,-0.0150471,0.00180127,0.00180127
-0.0164267,-0.0164267,-0.000422292,-0.000422292
-0.0177051,-0.0177051,-0.0025025,-0.0025025
-0.018875,-0.018875,-0.0044344,-0.0044344
-0.0199271,-0.0199271,-0.00621093,-0.00621093
-0.0208475,-0.0208475,-0.00781989,-0.00781989
-0.0216339,-0.0216339,-0.00926046,-0.00926046
-0.0222929,-0.0222929,-0.0105405,-0.0105405
-0.0228365,-0.0228365,-0.0116737,-0.0116737
-0.0232689,-0.0232689,-0.0126658,-0.0126658
-0.023591,-0.023591,-0.0135197,-0.0135197
-0.0238056,-0.0238056,-0.0142393,-0.0142393
-0.0239171,-0.0239171,-0.0148306,-0.0148306
-0.0239294,-0.0239294,-0.0152986,-0.0152986
-0.0238509,-0.0238509,-0.0156526,-0.0156526
-0.0236919,-0.0236919,-0.0159043,-0.0159043
-0.0235865,-0.0235865,-0.0159963,-0.0159963
-0.0231885,-0.0231885,-0.0161602,-0.0161602
-0.0234505,-0.0234505,-0.0164936,-0.0164936
-0.023733,-0.023733,-0.0167719,-0.0167719
-0.0236971,-0.0236971,-0.0167541,-0.0167541
-0.0234289,-0.0234289,-0.0164909,-0.0164909
-0.0231218,-0.0231218,-0.0161926,-0.0161926
-0.0228,-0.0228,-0.0158806,-0.0158806
-0.0224688,-0.0224688,-0.0155605,-0.0155605
-0.022156,-0.022156,-0.0152591,-0.0152591
-0.0217439,-0.0217439,-0.0148647,-0.0148647
-0.0216257,-0.0216257,-0.0147524,-0.0147524
-0.0214238,-0.0214238,-0.0145624,-0.0145624
-0.0212565,-0.0212565,-0.0144069,-0.0144069
-0.0211234,-0.0211234,-0.0142855,-0.0142855
-0.0210197,-0.0210197,-0.0141935,-0.0141935
-0.020935,-0.020935,-0.0141206,-0.0141206
-0.0208697,-0.0208697,-0.014067,-0.014067
-0.0208149,-0.0208149,-0.014024,-0.014024
-0.0207608,-0.0207608,-0.0139817,-0.0139817
-0.0207008,-0.0207008,-0.0139336,-0.0139336
-0.0206292,-0.0206292,-0.013874,-0.013874
-0.0205344,-0.0205344,-0.0137918,-0.0137918
-0.0204138,-0.0204138,-0.0136841,-0.0136841
-0.020269,-0.020269,-0.0135526,-0.0135526
-0.0200919,-0.0200919,-0.0133892,-0.0133892
-0.0198936,-0.0198936,-0.0132048,-0.0132048
-0.0196804,-0.0196804,-0.0130055,-0.0130055
-0.019456,-0.019456,-0.0127949,-0.0127949
-0.0192183,-0.0192183,-0.0125713,-0.0125713
-0.0189873,-0.0189873,-0.0123539,-0.0123539
-0.0187667,-0.0187667,-0.0121465,-0.0121465
-0.018562,-0.018562,-0.0119548,-0.0119548
-0.0183791,-0.0183791,-0.0117842,-0.0117842
-0.0182169,-0.0182169,-0.0116341,-0.0116341
-0.0180779,-0.0180779,-0.0115067,-0.0115067
-0.0179624,-0.0179624,-0.0114024,-0.0114024
-0.0178664,-0.0178664,-0.0113174,-0.0113174
-0.0177977,-0.0177977,-0.011259,-0.011259
-0.0177473,-0.0177473,-0.0112189,-0.0112189
-0.0177088,-0.0177088,-0.0111907,-0.0111907
-0.0176746,-0.0176746,-0.0111671,-0.0111671
-0.0176359,-0.0176359,-0.0111393,-0.0111393
-0.0175845,-0.0175845,-0.0110995,-0.0110995
-0.0175218,-0.0175218,-0.0110487,-0.0110487
-0.0174527,-0.0174527,-0.0109915,-0.0109915
-0.0173654,-0.0173654,-0.0109165,-0.0109165
-0.0172604,-0.0172604,-0.0108237,-0.0108237
-0.0171429,-0.0171429,-0.0107187,-0.0107187
-0.0170173,-0.0170173,-0.0106054,-0.0106054
-0.0168934,-0.0168934,-0.0104936,-0.0104936
-0.0167818,-0.0167818,-0.0103936,-0.0103936
-0.0166859,-0.0166859,-0.0103091,-0.0103091
-0.0166075,-0.0166075,-0.0102417,-0.0102417
-0.0165516,-0.0165516,-0.0101965,-0.0101965
-0.0165185,-0.0165185,-0.0101737,-0.0101737
-0.0165073,-0.0165073,-0.0101824,-0.0101824
-0.0165073,-0.0165073,-0.0101824,-0.0101824
-0.016514,-0.016514,-0.010199,-0.010199
-0.0165224,-0.0165224,-0.0102173,-0.0102173
-0.016531,-0.016531,-0.010236,-0.010236
-0.0165395,-0.0165395,-0.0102544,-0.0102544
-0.0165389,-0.0165389,-0.010264,-0.010264
-0.0165319,-0.0165319,-0.0102673,-0.0102673
-0.0165129,-0.0165129,-0.0102587,-0.0102587
-0.0164803,-0.0164803,-0.0102368,-0.0102368
-0.0164347,-0.0164347,-0.0102019,-0.0102019
-0.016378,-0.016378,-0.010156,-0.010156
-0.0163118,-0.0163118,-0.0101007,-0.0101007
-0.0162408,-0.0162408,-0.0100403,-0.0100403
-0.0161665,-0.0161665,-0.00997656,-0.00997656
-0.0160878,-0.0160878,-0.00990816,-0.00990816
-0.0160049,-0.0160049,-0.00983552,-0.00983552
-0.0159258,-0.0159258,-0.00976666,-0.00976666
-0.0158565,-0.0158565,-0.00970723,-0.00970723
-0.0158001,-0.0158001,-0.00966047,-0.00966047
-0.0157564,-0.0157564,-0.00962622,-0.00962622
-0.0157272,-0.0157272,-0.00960621,-0.00960621
-0.0157083,-0.0157083,-0.00959619,-0.00959619
-0.0156982,-0.0156982,-0.00959492,-0.00959492
-0.0156958,-0.0156958,-0.00960115,-0.00960115
-0.0157,-0.0157,-0.0096138,-0.0096138
-0.0157043,-0.0157043,-0.0096268,-0.0096268
-0.0157015,-0.0157015,-0.00963285,-0.00963285
-0.015689,-0.015689,-0.00962946,-0.00962946
-0.0156662,-0.0156662,-0.00961599,-0.00961599
-0.0156329,-0.0156329,-0.00959215,-0.00959215
-0.0155894,-0.0155894,-0.00955821,-0.00955821
-0.0155392,-0.0155392,-0.00951743,-0.00951743
-0.0154866,-0.0154866,-0.00947414,-0.00947414
-0.0154329,-0.0154329,-0.00942961,-0.00942961
-0.0153739,-0.0153739,-0.00937979,-0.00937979
-0.0153152,-0.0153152,-0.00933028,-0.00933028
-0.0152576,-0.0152576,-0.00928171,-0.00928171
-0.0152052,-0.0152052,-0.00923815,-0.00923815
-0.0151621,-0.0151621,-0.00920376,-0.00920376
-0.0151287,-0.0151287,-0.00917885,-0.00917885
-0.0150963,-0.0150963,-0.00915898,-0.00915898
-0.0150909,-0.0150909,-0.00915758,-0.00915758
-0.0150896,-0.0150896,-0.00916411,-0.00916411
-0.0151,-0.0151,-0.00918213,-0.00918213
-0.0151208,-0.0151208,-0.00921027,-0.00921027
-0.0151484,-0.0151484,-0.00924518,-0.00924518
-0.015176,-0.015176,-0.00927994,-0.00927994
-0.0151987,-0.0151987,-0.00931015,-0.00931015
-0.0152189,-0.0152189,-0.00933784,-0.00933784
-0.0152367,-0.0152367,-0.00936327,-0.00936327
-0.0152549,-0.0152549,-0.00938901,-0.00938901
-0.0152719,-0.0152719,-0.00941368,-0.00941368
-0.0152814,-0.0152814,-0.00943113,-0.00943113
-0.015293,-0.015293,-0.00945064,-0.00945064
-0.0153013,-0.0153013,-0.009467,-0.009467
-0.015307,-0.015307,-0.00948082,-0.00948082
-0.0153098,-0.0153098,-0.00949162,-0.00949162
-0.0153072,-0.0153072,-0.00949696,-0.00949696
-0.0152985,-0.0152985,-0.00949607,-0.00949607
-0.0152762,-0.0152762,-0.00948537,-0.00948537
-0.0152664,-0.0152664,-0.00947945,-0.00947945
-0.0152431,-0.0152431,-0.00946366,-0.00946366
-0.0152135,-0.0152135,-0.00944161,-0.00944161
-0.015177,-0.015177,-0.00941274,-0.00941274
-0.0151336,-0.0151336,-0.00937683,-0.00937683
-0.0150832,-0.0150832,-0.00933401,-0.00933401
-0.0150289,-0.0150289,-0.00928729,-0.00928729
-0.0149776,-0.0149776,-0.00924349,-0.00924349
-0.0149337,-0.0149337,-0.00920701,-0.00920701
-0.0149031,-0.0149031,-0.00918343,-0.00918343
-0.014889,-0.014889,-0.00917594,-0.00917594
-0.0148896,-0.0148896,-0.00918302,-0.00918302
-0.0149026,-0.0149026,-0.00920228,-0.00920228
-0.0149275,-0.0149275,-0.0092333,-0.0092333
-0.0149624,-0.0149624,-0.00927431,-0.00927431
-0.0150108,-0.0150108,-0.00932857,-0.00932857
-0.0151022,-0.0151022,-0.00942881,-0.00942881
-0.0151379,-0.0151379,-0.00946733,-0.00946733
-0.0152095,-0.0152095,-0.00954483,-0.00954483
-0.0153124,-0.0153124,-0.00965698,-0.00965698
-0.0153445,-0.0153445,-0.00969223,-0.00969223
-0.0154049,-0.0154049,-0.00975891,-0.00975891
-0.0154571,-0.0154571,-0.00981751,-0.00981751
-0.0154994,-0.0154994,-0.00986625,-0.00986625
-0.0155305,-0.0155305,-0.00990373,-0.00990373
-0.0155511,-0.0155511,-0.0099308,-0.0099308
-0.0155623,-0.0155623,-0.00994837,-0.00994837
-0.0155649,-0.0155649,-0.00995731,-0.00995731
-0.0155641,-0.0155641,-0.00996261,-0.00996261
-0.0155622,-0.0155622,-0.00996657,-0.00996657
-0.0155578,-0.0155578,-0.00996802,-0.00996802
-0.0155573,-0.0155573,-0.00997331,-0.00997331
-0.0155611,-0.0155611,-0.00998282,-0.00998282
-0.0155712,-0.0155712,-0.00999839,-0.00999839
-0.0155812,-0.0155812,-0.0100139,-0.0100139
-0.015594,-0.015594,-0.0100323,-0.0100323
-0.0156032,-0.0156032,-0.0100473,-0.0100473
-0.0156136,-0.0156136,-0.0100635,-0.0100635
-0.0156262,-0.0156262,-0.0100817,-0.0100817
-0.0156364,-0.0156364,-0.0100975,-0.0100975
-0.0156437,-0.0156437,-0.0101103,-0.0101103
-0.0156471,-0.0156471,-0.0101192,-0.0101192
-0.0156446,-0.0156446,-0.0101222,-0.0101222
-0.0156347,-0.0156347,-0.0101178,-0.0101178
-0.015617,-0.015617,-0.0101058,-0.0101058
-0.0155949,-0.0155949,-0.0100891,-0.0100891
-0.0155696,-0.0155696,-0.0100693,-0.0100693
-0.0155433,-0.0155433,-0.0100482,-0.0100482
-0.0155138,-0.0155138,-0.0100241,-0.0100241
-0.0154835,-0.0154835,-0.00999907,-0.00999907
-0.0154537,-0.0154537,-0.00997471,-0.00997471
-0.0154255,-0.0154255,-0.00995193,-0.00995193
-0.0154013,-0.0154013,-0.00993324,-0.00993324
-0.0153842,-0.0153842,-0.00992135,-0.00992135
-0.0153777,-0.0153777,-0.00991986,-0.00991986
-0.0153825,-0.0153825,-0.00992929,-0.00992929
-0.0153992,-0.0153992,-0.00995032,-0.00995032
-0.015429,-0.015429,-0.00998422,-0.00998422
-0.0154695,-0.0154695,-0.0100285,-0.0100285
-0.0155419,-0.0155419,-0.0101063,-0.0101063
-0.0155674,-0.0155674,-0.0101335,-0.0101335
-0.0156159,-0.0156159,-0.0101858,-0.0101858
-0.0156604,-0.0156604,-0.0102343,-0.0102343
-0.0156981,-0.0156981,-0.0102763,-0.0102763
-0.0157279,-0.0157279,-0.0103106,-0.0103106
-0.0157504,-0.0157504,-0.0103378,-0.0103378
-0.0157673,-0.0157673,-0.0103593,-0.0103593
-0.0157787,-0.0157787,-0.0103755,-0.0103755
-0.0157901,-0.0157901,-0.0103915,-0.0103915
-0.015816,-0.015816,-0.010424,-0.010424
-0.0158281,-0.0158281,-0.0104382,-0.0104382
-0.0158573,-0.0158573,-0.0104713,-0.0104713
-0.0158933,-0.0158933,-0.0105109,-0.0105109
-0.0159315,-0.0159315,-0.0105527,-0.0105527
-0.0159687,-0.0159687,-0.0105936,-0.0105936
-0.0160076,-0.0160076,-0.0106361,-0.0106361
-0.0160384,-0.0160384,-0.0106707,-0.0106707
-0.0160623,-0.0160623,-0.0106985,-0.0106985
-0.0160747,-0.0160747,-0.0107149,-0.0107149
-0.016078,-0.016078,-0.0107225,-0.0107225
-0.0160764,-0.0160764,-0.0107251,-0.0107251
-0.0160708,-0.0160708,-0.0107238,-0.0107238
-0.0160619,-0.0160619,-0.0107193,-0.0107193
-0.0160508,-0.0160508,-0.0107125,-0.0107125
-0.0160405,-0.0160405,-0.0107063,-0.0107063
-0.0160383,-0.0160383,-0.0107081,-0.0107081
-0.0160412,-0.0160412,-0.0107129,-0.0107129
-0.0160675,-0.0160675,-0.0107446,-0.0107446
-0.0161005,-0.0161005,-0.0107809,-0.0107809
-0.0161452,-0.0161452,-0.0108288,-0.0108288
-0.0161976,-0.0161976,-0.0108843,-0.0108843
-0.0162509,-0.0162509,-0.0109406,-0.0109406
-0.0163017,-0.0163017,-0.0109944,-0.0109944
-0.0163486,-0.0163486,-0.0110442,-0.0110442
-0.01639,-0.01639,-0.0110886,-0.0110886
-0.0164256,-0.0164256,-0.0111271,-0.0111271
-0.0164514,-0.0164514,-0.0111559,-0.0111559
-0.0164661,-0.0164661,-0.011174,-0.011174
-0.0164704,-0.0164704,-0.0111818,-0.0111818
-0.0164664,-0.0164664,-0.0111815,-0.0111815
-0.0164568,-0.0164568,-0.0111755,-0.0111755
-0.0164438,-0.0164438,-0.0111662,-0.0111662
-0.0164306,-0.0164306,-0.0111565,-0.0111565
-0.0164202,-0.0164202,-0.0111495,-0.0111495
-0.0164139,-0.0164139,-0.0111465,-0.0111465
-0.0164121,-0.0164121,-0.0111479,-0.0111479
-0.0164155,-0.0164155,-0.0111543,-0.0111543
-0.016431,-0.016431,-0.0111741,-0.0111741
-0.0164391,-0.0164391,-0.0111836,-0.0111836
-0.0164587,-0.0164587,-0.011206,-0.011206
-0.0164833,-0.0164833,-0.0112332,-0.0112332
-0.0165113,-0.0165113,-0.0112637,-0.0112637
-0.0165413,-0.0165413,-0.0112963,-0.0112963
-0.0165734,-0.0165734,-0.0113309,-0.0113309
-0.0166069,-0.0166069,-0.0113668,-0.0113668
-0.0166411,-0.0166411,-0.0114035,-0.0114035
-0.0166755,-0.0166755,-0.0114404,-0.0114404
-0.0167087,-0.0167087,-0.0114762,-0.0114762
-0.0167387,-0.0167387,-0.0115089,-0.0115089
-0.0167642,-0.0167642,-0.0115373,-0.0115373
-0.0167845,-0.0167845,-0.0115605,-0.0115605
-0.0167998,-0.0167998,-0.0115789,-0.0115789
-0.0168106,-0.0168106,-0.0115927,-0.0115927
-0.0168177,-0.0168177,-0.0116027,-0.0116027
-0.0168231,-0.0168231,-0.011611,-0.011611
-0.0168287,-0.0168287,-0.0116192,-0.0116192
