0.104205,-0.000583517,0.19474,-0.00561556,0.0175277,0.000223665
0.0263655,0.472612,0.400858,-1.81853e-05,0.0136646,-1.98686e-07
0.0263655,0.472612,0.400858,-1.81853e-05,0.0136646,-1.98686e-07
0.0443649,0.826584,0.543334,-0.000297958,0.0209879,-3.74841e-07
0.0154981,1.05308,0.6391,5.60768e-05,0.0257914,-1.20386e-08
0.00704056,0.779799,0.397079,-1.60637e-05,0.0174569,-1.20937e-06
0.0143744,0.13921,0.129633,-3.28024e-05,0.00314494,-2.36443e-06
-0.0139182,-0.313879,-0.0597108,0.000392191,-0.00597337,-2.36899e-06
-0.0445625,-0.298977,-0.0829425,0.000739968,-0.00626401,-1.32129e-06
-0.0314967,0.0875546,0.0192433,0.000423827,0.000857398,-8.69656e-07
0.00485717,0.558262,0.167039,-0.000189136,0.0100736,-6.04905e-07
0.037494,0.771256,0.264177,-0.000637311,0.0149813,-9.08238e-07
0.0285366,0.539494,0.272927,-0.000313491,0.0122865,-2.00424e-06
-0.00140135,0.116276,0.149081,0.000233658,0.00416912,-2.93503e-06
-0.0303727,-0.188021,0.00196571,0.000628187,-0.00298439,-3.01015e-06
-0.0307682,-0.0564789,-0.0349196,0.000460586,-0.00209432,-2.39046e-06
-0.0107721,0.260818,0.0417749,5.97776e-05,0.00374236,-1.76974e-06
0.0300228,0.695202,0.196072,-0.000593992,0.012927,-1.2648e-06
0.0406624,0.689852,0.234168,-0.000674522,0.0137605,-1.75143e-06
0.00628499,0.36683,0.174712,-2.62284e-05,0.00826255,-3.17942e-06
-0.021377,-0.0321024,0.0605765,0.000500519,0.000454651,-4.34756e-06
-0.0321583,-0.186006,-0.0170925,0.000641315,-0.00334214,-4.20306e-06
-0.00425843,0.00723457,-0.00504141,9.98703e-05,-0.000521815,-3.139e-06
0.00891596,0.345522,0.0714609,-0.000227409,0.0057178,-2.26804e-06
0.0183218,0.57313,0.154746,-0.000396601,0.0106956,-2.33811e-06
0.005987,0.515371,0.177165,-0.000128301,0.0105147,-3.3711e-06
-0.00749327,0.243266,0.136135,0.000221551,0.00598468,-4.69779e-06
-0.0154499,-0.0102537,0.0667038,0.000421762,0.000995586,-5.18215e-06
-0.00675625,-0.0184652,0.0272597,0.000225567,-4.20321e-05,-4.51234e-06
0.00355464,0.15083,0.0338914,-5.32019e-05,0.00237475,-3.66538e-06
0.00951195,0.373285,0.0796961,-0.000235766,0.00644615,-3.31698e-06
0.00423349,0.46689,0.126369,-0.000144608,0.00884642,-3.90216e-06
-0.00392037,0.367556,0.136281,7.90049e-05,0.00779327,-4.93912e-06
-0.00964073,0.169067,0.106931,0.00027488,0.00444945,-5.72832e-06
-0.0054136,0.0423253,0.0665732,0.000238908,0.00178214,-5.63521e-06
0.000703835,0.0784469,0.0470017,7.9966e-05,0.0017982,-5.0717e-06
0.00285836,0.230349,0.0603597,-4.91119e-05,0.00417155,-4.65734e-06
0.000612296,0.370346,0.0905701,-6.87475e-05,0.00680684,-4.76085e-06
-0.00629914,0.397886,0.114095,6.09634e-05,0.007779,-5.39914e-06
-0.00649225,0.213246,0.102503,0.000194044,0.00503433,-6.31378e-06
0.00667386,-0.0100624,0.0646239,9.98463e-05,0.00109287,-6.38186e-06
0.00667386,-0.0100624,0.0646239,9.98463e-05,0.00109287,-6.38186e-06
0.00317567,0.0667041,0.0619274,8.49424e-05,0.00206764,-5.88105e-06
-0.0012185,0.27612,0.0806907,2.39217e-05,0.00536663,-5.66618e-06
-0.00971392,0.4364,0.102633,7.29385e-05,0.00809296,-5.95052e-06
-0.00849933,0.418005,0.108063,8.18246e-05,0.00800339,-6.46042e-06
-0.00613574,0.247927,0.0927251,0.000154645,0.00533655,-7.13788e-06
0.00389271,0.0774577,0.0722329,9.48621e-05,0.00251721,-7.14045e-06
0.00775595,0.0424859,0.0631368,4.37264e-05,0.00181699,-6.89334e-06
0.00556481,0.159287,0.0717268,1.11504e-06,0.0036211,-6.58634e-06
-0.00490569,0.313727,0.0895939,7.88454e-05,0.00617449,-6.76456e-06
-0.00837831,0.375355,0.10132,0.000110134,0.00731979,-7.1847e-06
-0.00837004,0.312673,0.097632,0.000155783,0.00639078,-7.71243e-06
-0.00304377,0.184902,0.0824587,0.00014626,0.00427869,-7.97705e-06
0.00370756,0.103728,0.0692713,7.83874e-05,0.00284316,-7.80772e-06
0.00507603,0.127857,0.0682573,3.52709e-05,0.00314881,-7.60983e-06
0.0024691,0.226752,0.0792346,1.96793e-05,0.00477809,-7.53129e-06
-0.00453604,0.309835,0.0926418,9.26988e-05,0.00625818,-7.87018e-06
-0.00731149,0.315679,0.0970232,0.000143256,0.00645978,-8.31875e-06
-0.00592231,0.244902,0.0892701,0.000164781,0.00530653,-8.66369e-06
0.00022634,0.163712,0.0763462,0.000107227,0.00387372,-8.63308e-06
0.0040883,0.140524,0.0695062,5.10391e-05,0.00338529,-8.49351e-06
0.00314302,0.188352,0.0735283,3.62476e-05,0.00414437,-8.427e-06
-0.0027385,0.255873,0.0842957,9.88223e-05,0.00534696,-8.67751e-06
-0.0057517,0.289235,0.0926481,0.00013874,0.00602263,-9.02415e-06
-0.00615815,0.264066,0.091986,0.000165938,0.00566851,-9.34905e-06
-0.00106854,0.208218,0.0841556,0.000114415,0.00470829,-9.3603e-06
0.000188934,0.166091,0.0754092,0.000111948,0.00391135,-9.43239e-06
0.00244719,0.17686,0.0728402,6.25803e-05,0.00399508,-9.30619e-06
-0.00184167,0.218162,0.0770659,0.000108371,0.00467316,-9.49896e-06
-0.00313237,0.258295,0.0844158,0.000112903,0.00541525,-9.66828e-06
-0.00302224,0.263037,0.0889876,0.000117558,0.00560194,-9.89238e-06
-0.00179282,0.234997,0.0879902,0.000119236,0.00519604,-1.00851e-05
-0.000680662,0.198684,0.0821825,0.00012005,0.00455213,-1.02049e-05
-0.000588064,0.18782,0.0767766,0.000117814,0.00426701,-1.02501e-05
-0.00149622,0.204305,0.0753922,0.000118043,0.00446055,-1.03186e-05
-0.00240949,0.227864,0.0785351,0.000121583,0.00486765,-1.04579e-05
-0.00252528,0.2405,0.0835248,0.000124161,0.00517233,-1.06283e-05
-0.00190021,0.232779,0.0861301,0.000126192,0.00513597,-1.08042e-05
-0.001146,0.2129,0.084623,0.000127847,0.0048264,-1.09429e-05
-0.0010181,0.205145,0.0811961,0.000126413,0.00463374,-1.10223e-05
-0.00154694,0.210415,0.078449,0.000126943,0.00463794,-1.11174e-05
-0.00210742,0.218357,0.0779469,0.000130272,0.00473679,-1.12526e-05
-0.00220429,0.224228,0.0797622,0.000131855,0.00486669,-1.13937e-05
-0.00187295,0.222775,0.0823494,0.000133582,0.00491535,-1.15461e-05
-0.00137911,0.215729,0.0836387,0.000134553,0.00485323,-1.16862e-05
-0.00127976,0.212851,0.0831879,0.000135058,0.00480343,-1.17643e-05
-0.00145537,0.212996,0.0815336,0.000136075,0.00476446,-1.18977e-05
-0.00177802,0.214939,0.0798494,0.000137941,0.0047496,-1.20194e-05
-0.00198151,0.217235,0.0792279,0.000139555,0.00476712,-1.21482e-05
-0.00196813,0.218093,0.0799173,0.000141144,0.00479849,-1.22848e-05
-0.00177821,0.217076,0.0812218,0.000142383,0.0048196,-1.24204e-05
-0.00151716,0.21273,0.0819853,0.000144292,0.00478137,-1.25849e-05
-0.0014954,0.212811,0.0820908,0.000144545,0.00478574,-1.26375e-05
-0.00162821,0.214913,0.0816193,0.000145543,0.00480356,-1.27788e-05
