0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0.034408
0,0,0.026979
0,0,0.028152
0,0,0.028152
0,0,0.028152
0,0,0.034408
0,0,0.040664
0,0,0.026979
0,0,0.040664
0,0,0.040664
0,0,0.021896
0,0,0.04692
0,0,0.028152
0,0,0.034408
0,0,0.034408
0,0,0.021896
0,0,0.014467
0,0,0.01564
0,0,0.028152
0,0,0.028152
0,0,0.01564
0,0,0.028152
0,0,0.034408
0,0,0.034408
0,0,0.034408
0,0,0.01564
0,0,0.021896
0,0,0.026979
0,0,0.021896
0,0,0.021896
0,0,0.028152
0,0,0.021896
0,0,0.021896
0,0,0.028152
0,0,0.028152
0,0,0.01564
0,0,0.033235
0,0,0.021114
0,0,0.016031
0,0,0.016031
0,0,0.028152
0,0,0.016031
0,0,0.034408
0,0,0.016031
0,0,0.016031
0,0,0.028152
0,0,0.040664
0,0,0.01564
0,0,0.039491
0,0,0.039491
0,0,0.01564
0,0,0.034408
0,0,0.021896
0,0,0.033235
0,0,0.033235
0,0,0.028152
0,0,0.028543
0,0,0.021896
0,0,0.026979
0,0,0.026979
0,0,0.021896
0,0,0.034408
0,0,0.009775
0,0,0.028152
0,0,0.028152
0,0,0.033235
0,0,0.053176
0,0,0.021896
0,0,0.034408
0,0,0.034408
0,0,0.021896
0,0,0.034408
0,0,0.026979
0,0,0.021896
0,0,0.021896
0,0,0.01564
